card_name,in_perc_of_decks,avg_copies,deck_winrate,times_played,url,CLASS,RARITY,CARDTYPE,COLLECTIBLE,ELITE,COST,HEALTH,ATK,BATTLECRY,HAS_DIAMOND_QUALITY,MAX_SIDEBOARD_CARDS,DISCOVER,DECK_RULE_MOD_DECK_SIZE,MANATHIRST,TAG_SCRIPT_DATA_NUM_1,ENCHANTMENT_BIRTH_VISUAL,ENCHANTMENT_IDLE_VISUAL,CARDRACE,FACTION,TAUNT,AttackVisualType,TITAN,DONT_PICK_FROM_SUBSETS,AFFECTED_BY_HEALING_DOES_DAMAGE,COUNTER,USE_DISCOVER_VISUALS,AURA,DEATHRATTLE,FREEZE,DECK_ACTION_COST,FORGE,COLLECTION_RELATED_CARD_DATABASE_ID,FORGES_INTO,TRIGGER_VISUAL,MINI_SET,DIVINE_SHIELD,TECH_LEVEL,IS_BACON_POOL_MINION,CHARGE,HAS_SIGNATURE_QUALITY,MULTI_CLASS_GROUP,MULTIPLE_CLASSES,COMBO,COST_UNHOLY,CANT_BE_DAMAGED,OVERLOAD,REBORN,RUSH,DREDGE,SPELLPOWER,KABAL,CORPSE,SECRET,ADJACENT_BUFF,WHELP,BONUSEFFECTS,MAGNETIC,ENTITY_TAG_THRESHOLD_TAG_ID,ENTITY_TAG_THRESHOLD_VALUE,FROZEN,WINDFURY,FAST_BATTLECRY,OUTCAST,COST_FROST,POISONOUS,DevState,IMP,TOPDECK,FINALE,QUEST,LIFESTEAL,JADE_GOLEM,JADE_LOTUS,OVERKILL,CARD_COSTS_HEALTH,CHOOSE_ONE,INFUSE,TAG_SCRIPT_DATA_NUM_2,COST_BLOOD,COLOSSAL,TRANSFORMED_FROM_CARD_VISUAL_TYPE,START_OF_GAME,DISPLAY_CARD_ON_MOUSEOVER,COLOSSAL_LIMB_ON_LEFT,STEALTH,TRADEABLE,COLLECTIONMANAGER_FILTER_MANA_EVEN,SILENCE,FRENZY,EMPOWER,SPELLBURST,CORRUPT,RITUAL,EVILZUG,DORMANT,DECK_RULE_COUNT_AS_COPY_OF_CARD_ID,DEATH_KNIGHT,PLAYER_TAG_THRESHOLD_TAG_ID,PLAYER_TAG_THRESHOLD_VALUE,ADAPT,HEROPOWER_DAMAGE,DISCARD_CARDS,INSPIRE,ECHO,HONORABLEKILL,ENRAGED,RECRUIT,GRIMY_GOONS,MAGNETIC_TO_RACE,OVERHEAL,MULTIPLY_BUFF_VALUE,TARGETING_ARROW_TYPE,IMMUNE_WHILE_ATTACKING,CORRUPTEDCARD,VOODOO_LINK,COLLECTIONMANAGER_FILTER_MANA_ODD,SPARE_PART,EXTRA_DEATHRATTLES_BASE,SPELLPOWER_FIRE,DURABILITY,SPELLPOWER_NATURE,MEGA_WINDFURY,CASTSWHENDRAWN,FORGETFUL,FINISH_ATTACK_SPELL_ON_DAMAGE
Lightspawn,0.01%,1.4,48.40%,10,https://hearthstone.fandom.com//wiki/Lightspawn,6.0,1.0,4.0,1.0,0.0,3.0,4.0,,,,,,,,,0.0,0.0,18.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leatherclad Hogleader,0.01%,1,35.30%,10,https://hearthstone.fandom.com//wiki/Leatherclad_Hogleader,12.0,4.0,4.0,1.0,0.0,6.0,6.0,6.0,1.0,,,,,,,,,43.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ironbark Protector,0.01%,1.4,55.60%,10,https://hearthstone.fandom.com//wiki/Ironbark_Protector,2.0,2.0,4.0,1.0,0.0,8.0,8.0,8.0,,,,,,,,,,,3.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infested Wolf,0%,1.3,54.50%,10,https://hearthstone.fandom.com//wiki/Infested_Wolf,3.0,3.0,4.0,1.0,0.0,4.0,3.0,3.0,,,,,,,,,,20.0,,,,,,,,,,1.0,,,,38735.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ice Rager,0%,1.9,46.70%,10,https://hearthstone.fandom.com//wiki/Ice_Rager,12.0,1.0,4.0,1.0,0.0,3.0,2.0,5.0,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Halazzi, the Lynx",0.01%,1,47.40%,10,"https://hearthstone.fandom.com//wiki/Halazzi,_the_Lynx",3.0,5.0,4.0,1.0,1.0,5.0,2.0,3.0,1.0,,,,,,,,,20.0,,,,,,,,,,,,,,50213.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gurubashi Berserker,0.01%,1.3,50.00%,10,https://hearthstone.fandom.com//wiki/Gurubashi_Berserker,12.0,2.0,4.0,1.0,0.0,5.0,8.0,2.0,,,,,,,,0.0,0.0,,3.0,,6.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goboglide Tech,0%,1.5,33.30%,10,https://hearthstone.fandom.com//wiki/Goboglide_Tech,12.0,1.0,4.0,1.0,,3.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gilblin Stalker,0%,2,75.00%,10,https://hearthstone.fandom.com//wiki/Gilblin_Stalker,12.0,1.0,4.0,1.0,0.0,2.0,3.0,2.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generous Mummy,0%,1.8,5.30%,10,https://hearthstone.fandom.com//wiki/Generous_Mummy,12.0,3.0,4.0,1.0,,3.0,4.0,5.0,,,,,,,,,,11.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disguised Wanderer,0.01%,1.1,44.40%,10,https://hearthstone.fandom.com//wiki/Disguised_Wanderer,12.0,1.0,4.0,1.0,,4.0,3.0,3.0,,,,,,,,,,15.0,,,,,,,,,,1.0,,,,57903.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dire Frostwolf,0%,1.3,65.00%,10,https://hearthstone.fandom.com//wiki/Dire_Frostwolf,2.0,1.0,4.0,1.0,,4.0,4.0,4.0,,,,,,,,,,20.0,,,,,,,,,,1.0,,,,72718.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deathspeaker,0.01%,1,14.30%,10,https://hearthstone.fandom.com//wiki/Deathspeaker,12.0,1.0,4.0,1.0,0.0,3.0,4.0,2.0,1.0,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darkspear Berserker,0.02%,1.9,22.20%,10,https://hearthstone.fandom.com//wiki/Darkspear_Berserker,12.0,1.0,4.0,1.0,,4.0,7.0,5.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chromatic Egg,0%,1.1,59.10%,10,https://hearthstone.fandom.com//wiki/Chromatic_Egg,12.0,4.0,4.0,1.0,0.0,5.0,3.0,,1.0,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cairne Bloodhoof,0.03%,1,58.60%,10,https://hearthstone.fandom.com//wiki/Cairne_Bloodhoof,12.0,5.0,4.0,1.0,1.0,6.0,5.0,5.0,,,,,,,,0.0,0.0,,2.0,,6.0,,,,,,,1.0,,,,318.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blood-Queen Lana'thel,0.01%,1,58.50%,10,https://hearthstone.fandom.com//wiki/Blood-Queen_Lana%27thel,9.0,5.0,4.0,1.0,1.0,5.0,6.0,1.0,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argent Protector,0%,1.2,41.20%,10,https://hearthstone.fandom.com//wiki/Argent_Protector,5.0,1.0,4.0,1.0,0.0,2.0,2.0,3.0,1.0,,,,,,,0.0,0.0,,3.0,,5.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anubisath Warbringer,0.02%,1.1,40.00%,10,https://hearthstone.fandom.com//wiki/Anubisath_Warbringer,12.0,1.0,4.0,1.0,0.0,9.0,6.0,9.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anodized Robo Cub,0.01%,1.3,58.30%,10,https://hearthstone.fandom.com//wiki/Anodized_Robo_Cub,2.0,1.0,4.0,1.0,0.0,2.0,2.0,2.0,,,,,,,,0.0,0.0,17.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zentimo,0.01%,1,70.00%,9,https://hearthstone.fandom.com//wiki/Zentimo,8.0,5.0,4.0,1.0,1.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Verdant Longneck,0.02%,1.1,57.80%,9,https://hearthstone.fandom.com//wiki/Verdant_Longneck,2.0,1.0,4.0,1.0,0.0,5.0,4.0,5.0,1.0,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Tavish Stormpike,0.01%,1,57.60%,9,https://hearthstone.fandom.com//wiki/Tavish_Stormpike,3.0,5.0,4.0,1.0,1.0,3.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swamp Leech,0%,1.1,66.70%,9,https://hearthstone.fandom.com//wiki/Swamp_Leech,12.0,1.0,4.0,1.0,0.0,1.0,1.0,2.0,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steel Rager,0%,1,40.90%,9,https://hearthstone.fandom.com//wiki/Steel_Rager,12.0,1.0,4.0,1.0,0.0,4.0,1.0,5.0,,,,,,,,0.0,0.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spark Engine,0%,2,50.00%,9,https://hearthstone.fandom.com//wiki/Spark_Engine,12.0,3.0,4.0,1.0,0.0,2.0,1.0,2.0,1.0,,,,,,,,,17.0,,,,,,,,,,,,,,48557.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smolderthorn Lancer,0.01%,1.7,43.50%,9,https://hearthstone.fandom.com//wiki/Smolderthorn_Lancer,10.0,4.0,4.0,1.0,0.0,3.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silverback Patriarch,0%,1.9,37.50%,9,https://hearthstone.fandom.com//wiki/Silverback_Patriarch,12.0,2.0,4.0,1.0,0.0,3.0,4.0,1.0,,,,,,,,,,20.0,1.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siltfin Spiritwalker,0.02%,1.2,61.20%,9,https://hearthstone.fandom.com//wiki/Siltfin_Spiritwalker,8.0,4.0,4.0,1.0,0.0,4.0,5.0,2.0,,,,,,,,0.0,0.0,14.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shadowfiend,0%,1,42.90%,9,https://hearthstone.fandom.com//wiki/Shadowfiend,6.0,4.0,4.0,1.0,0.0,3.0,3.0,3.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rocket Augmerchant,0%,1.3,62.50%,9,https://hearthstone.fandom.com//wiki/Rocket_Augmerchant,12.0,1.0,4.0,1.0,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravencaller,0%,1.3,55.00%,9,https://hearthstone.fandom.com//wiki/Ravencaller,12.0,1.0,4.0,1.0,0.0,3.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravasaur Runt,0.01%,1.2,50.00%,9,https://hearthstone.fandom.com//wiki/Ravasaur_Runt,12.0,1.0,4.0,1.0,0.0,2.0,2.0,2.0,1.0,,,,,,,0.0,0.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Ram Tamer,0%,1.7,30.80%,9,https://hearthstone.fandom.com//wiki/Ram_Tamer,3.0,1.0,4.0,1.0,,3.0,3.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Octosari,0.03%,1,27.90%,9,https://hearthstone.fandom.com//wiki/Octosari,12.0,5.0,4.0,1.0,1.0,8.0,8.0,8.0,,,,,,,,,,20.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Man-at-Arms,0%,1.8,20.00%,9,https://hearthstone.fandom.com//wiki/Man-at-Arms,10.0,1.0,4.0,1.0,,2.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Kvaldir,0%,1.7,63.60%,9,https://hearthstone.fandom.com//wiki/Injured_Kvaldir,12.0,3.0,4.0,1.0,0.0,1.0,4.0,2.0,1.0,,,,,,,0.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gurubashi Chicken,0%,2,0%,9,https://hearthstone.fandom.com//wiki/Gurubashi_Chicken,12.0,1.0,4.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flame Juggler,0%,1.4,41.20%,9,https://hearthstone.fandom.com//wiki/Flame_Juggler,12.0,1.0,4.0,1.0,0.0,2.0,3.0,2.0,1.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evolved Kobold,0%,1.8,65.00%,9,https://hearthstone.fandom.com//wiki/Evolved_Kobold,12.0,1.0,4.0,1.0,0.0,4.0,2.0,2.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Divine Rager,0%,1.8,63.60%,9,https://hearthstone.fandom.com//wiki/Divine_Rager,12.0,1.0,4.0,1.0,,4.0,1.0,5.0,,,,,,,,0.0,0.0,18.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Death Metal Knight,0%,1.2,51.90%,9,https://hearthstone.fandom.com//wiki/Death_Metal_Knight,1.0,3.0,4.0,1.0,,3.0,4.0,3.0,,,,,,,,,,11.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darkscale Healer,0%,1.4,52.40%,9,https://hearthstone.fandom.com//wiki/Darkscale_Healer,12.0,2.0,4.0,1.0,0.0,5.0,5.0,4.0,1.0,,,,,,,0.0,0.0,92.0,3.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cenarius,0.01%,1,45.50%,9,https://hearthstone.fandom.com//wiki/Cenarius,2.0,5.0,4.0,1.0,1.0,8.0,8.0,5.0,,,,,,,,0.0,0.0,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Bad Archmage,0.03%,1.3,52.90%,9,https://hearthstone.fandom.com//wiki/Big_Bad_Archmage,12.0,4.0,4.0,1.0,0.0,10.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avian Watcher,0.01%,1.2,50.00%,9,https://hearthstone.fandom.com//wiki/Avian_Watcher,12.0,3.0,4.0,1.0,0.0,5.0,6.0,3.0,1.0,,,,,,,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arch-Thief Rafaam,0.03%,1,55.90%,9,https://hearthstone.fandom.com//wiki/Arch-Thief_Rafaam,12.0,5.0,4.0,1.0,1.0,9.0,8.0,7.0,1.0,,,1.0,,,,0.0,0.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angry Chicken,0.01%,2,20.00%,9,https://hearthstone.fandom.com//wiki/Angry_Chicken,12.0,3.0,4.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,0.0,0.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
Air Elemental,0%,1.4,72.20%,9,https://hearthstone.fandom.com//wiki/Air_Elemental,8.0,1.0,4.0,1.0,0.0,1.0,1.0,2.0,,,,,,,,0.0,0.0,18.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Witchwood Imp,0%,1.8,28.60%,8,https://hearthstone.fandom.com//wiki/Witchwood_Imp,9.0,1.0,4.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,15.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wealth Redistributor,0%,1.5,50.00%,8,https://hearthstone.fandom.com//wiki/Wealth_Redistributor,5.0,3.0,4.0,1.0,,5.0,8.0,2.0,1.0,,,,,,,,,23.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thunderhead,0%,1.5,73.30%,8,https://hearthstone.fandom.com//wiki/Thunderhead,8.0,4.0,4.0,1.0,0.0,4.0,6.0,3.0,,,,,,,,0.0,0.0,18.0,3.0,,,,,,,,,,,,,48557.0,,1.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stormwind Champion,0.01%,1.6,40.50%,8,https://hearthstone.fandom.com//wiki/Stormwind_Champion,12.0,2.0,4.0,1.0,0.0,7.0,7.0,7.0,,,,,,,,0.0,0.0,,2.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stonesplinter Trogg,0%,1.2,47.40%,8,https://hearthstone.fandom.com//wiki/Stonesplinter_Trogg,12.0,1.0,4.0,1.0,0.0,2.0,3.0,2.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spellzerker,0%,1.6,28.60%,8,https://hearthstone.fandom.com//wiki/Spellzerker,12.0,1.0,4.0,1.0,0.0,2.0,3.0,2.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spectral Pillager,0%,1.4,46.20%,8,https://hearthstone.fandom.com//wiki/Spectral_Pillager,7.0,4.0,4.0,1.0,0.0,5.0,5.0,5.0,,,,,,,,0.0,0.0,11.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sideshow Spelleater,0.02%,1,42.00%,8,https://hearthstone.fandom.com//wiki/Sideshow_Spelleater,12.0,4.0,4.0,1.0,0.0,6.0,5.0,6.0,1.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shapeless Constellation,0.01%,1.2,65.50%,8,https://hearthstone.fandom.com//wiki/Shapeless_Constellation,6.0,4.0,4.0,1.0,,8.0,8.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SI:7 Infiltrator,0%,1.5,47.40%,8,https://hearthstone.fandom.com//wiki/SI:7_Infiltrator,12.0,3.0,4.0,1.0,,4.0,4.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
